timestamp,ask_price,ask_size,bid_price,bid_size,mid
2022-09-21 22:26:00.003684,1230.9,12.0,1230.7,6.0,1230.8
2022-09-21 22:27:00.002030,1230.3,1.818,1230.2,18.0,1230.25
2022-09-21 22:28:00.001998,1232.2,22.833,1232.0,7.48,1232.1
2022-09-21 22:29:00.001981,1230.6,6.0,1230.5,23.565,1230.55
2022-09-21 22:30:00.005877,1232.7,6.0,1232.5,113.48,1232.6
2022-09-21 22:31:00.024240,1234.6,20.975,1234.4,45.19,1234.5
2022-09-21 22:32:00.007879,1234.8,28.216,1234.5,12.0,1234.65
2022-09-21 22:33:00.007430,1233.1,13.692,1232.9,119.676,1233.0
2022-09-21 22:34:00.007416,1232.0,19.0,1231.8,11.935,1231.9
2022-09-21 22:35:00.007424,1233.9,4.48,1233.8,6.929,1233.85
2022-09-21 22:36:00.007409,1236.5,20.606,1236.3,1.475,1236.4
2022-09-21 22:37:00.007453,1235.2,6.0,1234.9,40.373,1235.05
2022-09-21 22:38:00.007416,1235.8,34.091,1235.7,16.994,1235.75
2022-09-21 22:39:00.007418,1235.3,24.268,1235.1,7.458,1235.2
2022-09-21 22:40:00.007448,1234.4,1.224,1234.3,22.377,1234.35
2022-09-21 22:41:00.007429,1232.9,2.018,1232.5,24.0,1232.7
2022-09-21 22:42:00.007423,1233.9,11.462,1233.7,7.576,1233.8
2022-09-21 22:43:00.002414,1234.5,5.935,1234.3,20.714,1234.4
2022-09-21 22:44:00.002415,1236.7,6.305,1236.6,2.012,1236.65
2022-09-21 22:45:00.002410,1233.6,4.149,1233.5,27.494,1233.55
2022-09-21 22:46:00.002409,1235.4,39.45,1235.2,21.46,1235.3
2022-09-21 22:47:00.002430,1235.6,12.654,1235.4,20.015,1235.5
2022-09-21 22:48:00.002426,1236.8,35.067,1236.6,5.795,1236.7
2022-09-21 22:49:00.002407,1236.1,6.719,1236.0,54.0,1236.05
2022-09-21 22:50:00.002429,1235.9,19.411,1235.8,2.0,1235.85
2022-09-21 22:51:00.002412,1235.0,26.938,1234.8,9.858,1234.9
2022-09-21 22:52:00.002432,1236.7,2.676,1236.5,18.0,1236.6
2022-09-21 22:53:00.002408,1235.7,1.502,1235.6,12.719,1235.65
2022-09-21 22:54:00.006096,1237.9,28.481,1237.4,55.222,1237.65
2022-09-21 22:55:00.009795,1238.2,76.0,1238.1,5.158,1238.15
2022-09-21 22:56:00.007557,1238.5,17.479,1238.4,13.188,1238.45
2022-09-21 22:57:00.007517,1241.4,4.0,1241.3,10.552,1241.35
2022-09-21 22:58:00.007510,1242.9,12.145,1242.8,2.017,1242.85
2022-09-21 22:59:00.007504,1243.1,56.0,1242.9,18.232,1243.0
2022-09-21 23:00:00.007517,1243.5,7.927,1243.3,18.0,1243.4
2022-09-21 23:01:00.007508,1242.3,4.028,1242.2,27.495,1242.25
2022-09-21 23:02:00.007502,1241.5,0.146,1241.4,48.0,1241.45
2022-09-21 23:03:00.007512,1240.4,5.256,1240.3,12.0,1240.35
2022-09-21 23:04:00.007531,1241.9,5.756,1241.8,6.0,1241.85
2022-09-21 23:05:00.007524,1242.5,0.154,1242.4,16.174,1242.45
2022-09-21 23:06:00.007526,1242.6,6.21,1242.5,84.041,1242.55
2022-09-21 23:07:00.007509,1245.2,19.361,1245.0,18.0,1245.1
2022-09-21 23:08:00.007504,1245.8,7.557,1245.6,44.0,1245.7
2022-09-21 23:09:00.007506,1245.5,12.0,1245.4,13.899,1245.45
2022-09-21 23:10:00.007506,1245.3,6.719,1245.2,6.0,1245.25
2022-09-21 23:11:00.007502,1240.7,13.985,1240.5,6.0,1240.6
2022-09-21 23:12:00.007503,1240.7,19.935,1240.5,12.0,1240.6
2022-09-21 23:13:00.007506,1241.7,13.17,1241.6,6.21,1241.65
2022-09-21 23:14:00.007559,1240.5,7.17,1240.4,67.94,1240.45
2022-09-21 23:15:00.007530,1240.1,7.17,1240.0,20.449,1240.05
2022-09-21 23:15:59.991986,1241.3,6.509,1241.2,6.0,1241.25
2022-09-21 23:17:00.003041,1242.5,128.277,1242.4,6.21,1242.45
2022-09-21 23:18:00.007129,1241.7,112.951,1241.5,78.0,1241.6
2022-09-21 23:19:00.007213,1242.5,36.477,1242.4,6.573,1242.45
2022-09-21 23:20:00.007208,1243.0,1.0,1242.9,12.145,1242.95
2022-09-21 23:21:00.007199,1247.3,38.951,1247.1,20.724,1247.2
2022-09-21 23:22:00.007217,1245.8,8.89,1245.7,6.0,1245.75
2022-09-21 23:23:00.007189,1247.2,30.864,1247.1,0.154,1247.15
2022-09-21 23:24:00.007204,1249.2,1.985,1249.1,6.573,1249.15
2022-09-21 23:25:00.007196,1247.6,122.649,1247.4,8.005,1247.5
2022-09-21 23:26:00.007184,1246.0,100.0,1245.9,75.694,1245.95
2022-09-21 23:27:00.007209,1246.7,16.033,1246.6,94.0,1246.65
2022-09-21 23:28:00.007172,1248.4,1.981,1248.2,24.0,1248.3
2022-09-21 23:29:00.007186,1248.8,0.154,1248.7,18.675,1248.75
2022-09-21 23:30:00.007201,1248.5,116.847,1248.4,11.694,1248.45
2022-09-21 23:31:00.007197,1247.7,7.795,1247.6,10.674,1247.65
2022-09-21 23:32:00.007196,1246.4,37.072,1246.3,9.945,1246.35
2022-09-21 23:33:00.007219,1247.3,46.258,1247.1,66.015,1247.2
2022-09-21 23:34:00.007217,1248.6,112.706,1248.4,27.836,1248.5
2022-09-21 23:35:00.007208,1248.4,8.941,1248.3,33.396,1248.35
2022-09-21 23:36:00.007200,1247.8,139.531,1247.7,7.775,1247.75
2022-09-21 23:37:00.007203,1250.4,24.212,1250.2,7.795,1250.3
2022-09-21 23:38:00.007209,1251.0,8.019,1250.8,21.411,1250.9
2022-09-21 23:39:00.017613,1251.0,47.408,1250.9,10.0,1250.95
2022-09-21 23:40:00.009263,1250.6,35.388,1250.5,3.502,1250.55
2022-09-21 23:41:00.007438,1248.3,21.879,1248.1,47.996,1248.2
2022-09-21 23:42:00.007409,1249.9,6.0,1249.7,50.529,1249.8
2022-09-21 23:43:00.007370,1250.4,0.091,1250.3,28.993,1250.35
2022-09-21 23:44:00.007385,1250.8,7.458,1250.6,110.0,1250.7
2022-09-21 23:45:00.007389,1251.1,100.0,1251.0,12.909,1251.05
2022-09-21 23:46:00.007408,1249.8,36.956,1249.7,0.096,1249.75
2022-09-21 23:47:00.007382,1248.9,126.593,1248.8,19.986,1248.85
2022-09-21 23:48:00.007370,1250.5,0.096,1250.4,74.858,1250.45
2022-09-21 23:49:00.007368,1250.5,0.146,1250.4,17.8,1250.45
2022-09-21 23:50:00.007391,1250.0,54.42,1249.9,9.799,1249.95
2022-09-21 23:51:00.007377,1249.5,32.101,1249.2,1.24,1249.35
2022-09-21 23:52:00.007380,1250.4,15.926,1250.3,9.799,1250.35
2022-09-21 23:53:00.001305,1250.8,7.458,1250.7,17.8,1250.75
2022-09-21 23:54:00.007393,1249.3,9.439,1249.2,106.0,1249.25
2022-09-21 23:55:00.007372,1250.9,19.045,1250.7,19.453,1250.8
2022-09-21 23:56:00.007375,1253.5,6.0,1253.2,25.658,1253.35
2022-09-21 23:57:00.007395,1254.1,41.486,1254.0,2.001,1254.05
2022-09-21 23:58:00.007384,1251.7,23.266,1251.5,110.224,1251.6
2022-09-21 23:59:00.007387,1249.7,93.758,1249.5,18.0,1249.6
2022-09-22 00:00:00.007471,1245.2,29.799,1245.0,4.05,1245.1
